Date,Hour,rec_cost
2017-01-03,15,-0.17959240107028435
2017-01-03,16,0.10051671612970411
2017-01-03,17,-0.6379184405504397
2017-01-03,18,1.7286563550125464
2017-01-03,19,1.4170149262695417
2017-01-03,20,-0.1737520703229625
2017-01-03,21,0.23842108266703269
2017-01-03,22,0.20162864933334035
2017-01-03,23,-0.04549159001602961
2017-01-04,0,0.8622913010565334
2017-01-04,1,0.6053769856205101
2017-01-04,2,-4.241972064704063
2017-01-04,3,-0.432265141242717
2017-01-04,4,2.3766635259158697
2017-01-04,5,-4.353041096735492
2017-01-04,6,1.6448810058948635
2017-01-04,7,2.8671457384035537
2017-01-04,8,0.042183374826049835
2017-01-04,9,0.696082186428412
2017-01-04,10,1.163163145616965
2017-01-04,11,1.0379637261282098
2017-01-04,12,0.6709041761904754
2017-01-04,13,-0.28060112854577546
2017-01-04,14,-0.1620857055372295
2017-01-04,15,0.7243869334223006
2017-01-04,16,0.28406480742763923
2017-01-04,17,-0.024866249882625424
2017-01-04,18,0.7397258476853197
2017-01-04,19,-0.24325887598145057
2017-01-04,20,0.4594115006792126
2017-01-04,21,1.974290850806515
2017-01-04,22,-0.10468983748105382
2017-01-04,23,-0.20576895064704748
2017-01-05,0,-0.4010657042692678
2017-01-05,1,1.3567586984363578
2017-01-05,2,-2.555109136687639
2017-01-05,3,-0.04429370222099349
2017-01-05,4,-3.037672484068234
2017-01-05,5,-0.7688515510846983
2017-01-05,6,2.25476110488352
2017-01-05,7,-0.806212701252573
2017-01-05,8,-0.48985276845415754
2017-01-05,9,-2.0148845203622923
2017-01-05,10,-2.255364591407544
2017-01-05,11,0.2501150500783129
2017-01-05,12,0.7986561790655184
2017-01-05,13,0.38932979824905367
2017-01-05,14,-0.45651156976058915
2017-01-05,15,0.5481790075935679
2017-01-05,16,0.21163225486907145
2017-01-05,17,0.13682207273650493
2017-01-05,18,-0.4032610334497477
2017-01-05,19,0.2121924384189839
2017-01-05,20,0.5867215790076402
2017-01-05,21,-0.13798709996173686
2017-01-05,22,-0.5712549602172482
2017-01-05,23,0.12132662640438685
2017-01-06,0,-0.3536019450675388
2017-01-06,1,0.39092042909102
2017-01-06,2,-7.533428011172063
2017-01-06,3,2.6078353872494535
2017-01-06,4,-0.9820615515519013
2017-01-06,5,1.6453107396480333
2017-01-06,6,-0.6432402445423532
2017-01-06,7,0.7356719705863421
2017-01-06,8,-0.2644898944562365
2017-01-06,9,-0.4414926190076546
2017-01-06,10,-2.574033227196169
2017-01-06,11,0.7653809930340789
2017-01-06,12,1.1566009243651583
2017-01-06,13,-1.3101036114808524
2017-01-06,14,-0.49563549762162884
2017-01-06,15,-0.8867175831926418
2017-01-06,16,-0.11846707087991681
2017-01-06,17,-0.15096991200736895
2017-01-06,18,-1.367681128313401
2017-01-06,19,0.16977574155167036
2017-01-06,20,-0.02071046677487398
2017-01-06,21,0.4980220434582072
2017-01-06,22,0.08698131334888437
2017-01-06,23,-0.689162571384103
2017-01-07,0,-0.6228270425782292
2017-01-07,1,2.16085917331685
2017-01-07,2,-0.36104683943080107
2017-01-07,3,-0.25992329779446055
2017-01-07,4,-2.4416613856014915
2017-01-07,5,-0.061736425095730185
2017-01-07,6,0.767445806649357
2017-01-07,7,3.009634484648946
2017-01-07,8,-1.51361736055682
2017-01-07,9,1.6691736780702495
2017-01-07,10,1.2844304515356637
2017-01-07,11,1.5499510516710275
2017-01-07,12,1.5240411425908675
2017-01-07,13,-1.1273002150658176
2017-01-07,14,1.812181428822911
2017-01-07,15,2.3090466207191467
2017-01-07,16,2.1241880788548584
2017-01-07,17,2.2808368115226942
2017-01-07,18,2.943248221007585
2017-01-07,19,2.893909461892381
2017-01-07,20,1.000609583964163
2017-01-07,21,1.744185977567445
2017-01-07,22,3.2702585774553716
2017-01-07,23,1.7080064433716367
2017-01-08,0,1.8358299279479278
2017-01-08,1,1.7964298933622136
2017-01-08,2,1.532042784410522
2017-01-08,3,2.0761131370021473
2017-01-08,4,0.1295418128284168
2017-01-08,5,2.260317618980435
2017-01-08,6,2.3571439047564255
2017-01-08,7,1.697789020522894
2017-01-08,8,1.4649579896330147
2017-01-08,9,1.417481957635291
2017-01-08,10,-0.6354022800191031
2017-01-08,11,-2.451349856851029
2017-01-08,12,1.2121896431669854
2017-01-08,13,0.47122267066930756
2017-01-08,14,-0.1991008136704086
2017-01-08,15,-0.1935671883363556
2017-01-08,16,-0.4575567205982969
2017-01-08,17,0.008387998889880954
2017-01-08,18,0.36056898560896866
2017-01-08,19,1.3805018333034453
2017-01-08,20,0.7011118823986768
2017-01-08,21,0.2161069769122644
2017-01-08,22,0.4013962768544748
2017-01-08,23,-0.8625427892401155
2017-01-09,0,-0.041083647038319904
2017-01-09,1,0.6471317279784219
2017-01-09,2,5.526991194320612
2017-01-09,3,1.4164717397032838
2017-01-09,4,-3.2784943570691314
2017-01-09,5,0.7852538196660336
2017-01-09,6,1.6669022946394891
2017-01-09,7,2.425256472000253
2017-01-09,8,-1.2697269720846354
2017-01-09,9,2.1478377319731328
2017-01-09,10,0.19733121544099932
2017-01-09,11,2.3851171036260626
2017-01-09,12,-0.6921130943924652
2017-01-09,13,-0.9554675709632681
2017-01-09,14,-1.0081562113085414
2017-01-09,15,-0.2970558792724517
2017-01-09,16,-0.1327289788099005
2017-01-09,17,0.20392129688377308
2017-01-09,18,0.060683742173678695
2017-01-09,19,-0.6314846238093068
2017-01-09,20,2.5987680281630636
2017-01-09,21,-0.966565475261976
2017-01-09,22,-0.325262463951641
2017-01-09,23,1.4287777192684623
2017-01-10,0,-0.28500892142877576
2017-01-10,1,-1.0176607236296518
2017-01-10,2,1.9829832071428197
2017-01-10,3,-0.5052597756864535
2017-01-10,4,-6.254990571277599
2017-01-10,5,1.6147510483010459
2017-01-10,6,1.7127778206123367
2017-01-10,7,0.49526339947670606
2017-01-10,8,1.1281267579455143
2017-01-10,9,2.410499073348388
2017-01-10,10,0.38326299332664515
2017-01-10,11,-1.2005595874408868
2017-01-10,12,-1.1976110388694148
2017-01-10,13,0.016610485438698107
2017-01-10,14,0.48462163732241637
2017-01-10,15,0.4571878136421397
2017-01-10,16,0.034552263313016085
2017-01-10,17,-0.2705664652854718
2017-01-10,18,0.7266032122443302
2017-01-10,19,-0.5653721976138176
2017-01-10,20,0.38084271468952724
2017-01-10,21,0.05742325701682144
2017-01-10,22,-0.42138404187537026
2017-01-10,23,1.6636292256753906
2017-01-11,0,0.2526355154199812
2017-01-11,1,0.4535576089130582
2017-01-11,2,0.39940666210150416
2017-01-11,3,2.5093319522750686
2017-01-11,4,-3.8246293544568575
2017-01-11,5,-0.5350107194873035
2017-01-11,6,-0.15187509449368064
2017-01-11,7,0.7589408076728663
2017-01-11,8,2.482150609434814
2017-01-11,9,-1.228788226500063
2017-01-11,10,0.3131368160790372
2017-01-11,11,0.6989292577744985
2017-01-11,12,0.5178984682815144
2017-01-11,13,-0.07928883035852652
2017-01-11,14,0.039941780801810225
2017-01-11,15,0.022912231658737847
2017-01-11,16,-0.140132654876713
2017-01-11,17,-0.6499506180098813
2017-01-11,18,-0.2821574428457578
2017-01-11,19,0.012547499562963305
2017-01-11,20,1.3668432908150585
2017-01-11,21,1.8288598275438004
2017-01-11,22,-1.474187029573584
2017-01-11,23,2.212624986342715
2017-01-12,0,0.13983570452834515
2017-01-12,1,-1.63778496260978
2017-01-12,2,3.274398087218769
2017-01-12,3,-7.139778291474348
2017-01-12,4,-4.96093635571625
2017-01-12,5,0.9358818917551492
2017-01-12,6,-0.10697210273144098
2017-01-12,7,4.439393033536508
2017-01-12,8,0.30588313430667846
2017-01-12,9,-0.22057012280157418
2017-01-12,10,1.1906497537181886
2017-01-12,11,-1.7973714079563128
2017-01-12,12,0.761972377159143
2017-01-12,13,0.2917258504389468
2017-01-12,14,0.1209106263268738
2017-01-12,15,0.024048494105798388
2017-01-12,16,-0.5841919591002078
2017-01-12,17,-0.16701494403666076
2017-01-12,18,2.6365019997041017
2017-01-12,19,-0.3376404914354575
2017-01-12,20,0.9733399335826914
2017-01-12,21,-0.042169487943929
2017-01-12,22,-0.4214997550175219
2017-01-12,23,-0.14748266542058275
2017-01-13,0,-1.6698820410121966
2017-01-13,1,2.151119905269778
2017-01-13,2,-0.5961465641756809
2017-01-13,3,8.565895723231755
2017-01-13,4,-2.5607084086687304
2017-01-13,5,1.11565715049811
2017-01-13,6,0.5904837658640164
2017-01-13,7,1.308484095701064
2017-01-13,8,1.5452782429998961
2017-01-13,9,0.563719743379633
2017-01-13,10,0.6508840509019624
2017-01-13,11,-1.7412285236201388
2017-01-13,12,-0.6445088407219937
2017-01-13,13,-0.28779266512683255
2017-01-13,14,-0.2879256430030439
2017-01-13,15,0.4499890520094133
2017-01-13,16,-0.305243867239789
2017-01-13,17,-0.3288215039565331
2017-01-13,18,-0.17682795350094627
2017-01-13,19,-0.23769055562125743
2017-01-13,20,0.41003852093564797
2017-01-13,21,-0.6648825480835392
2017-01-13,22,-0.8529939339639457
2017-01-13,23,-0.3210945138429207
2017-01-14,0,-0.2057516765965679
2017-01-14,1,-1.1764104434088902
2017-01-14,2,-0.02981420314055816
2017-01-14,3,-20.831977550087835
2017-01-14,4,1.1053113103403494
2017-01-14,5,0.5373023862650874
2017-01-14,6,0.3458682356505039
2017-01-14,7,0.25508096599570296
2017-01-14,8,-0.06036334160057544
2017-01-14,9,1.1440925400234647
2017-01-14,10,0.11930008356308305
2017-01-14,11,-2.4372895083779222
2017-01-14,12,0.8388864191675562
2017-01-14,13,-0.2788333212257956
2017-01-14,14,-0.18765371970136313
2017-01-14,15,0.07879411725684232
2017-01-14,16,-0.42576218780390207
2017-01-14,17,-0.24850324225781867
2017-01-14,18,0.10358684529407666
2017-01-14,19,1.3575629097382136
2017-01-14,20,0.38550974123498866
2017-01-14,21,-0.0894158438054728
2017-01-14,22,0.17184936416210495
2017-01-14,23,-0.2309670422469396
2017-01-15,0,0.024545326484083058
2017-01-15,1,1.3890600544031773
2017-01-15,2,-2.0768829542501583
2017-01-15,3,-5.806912394683236
2017-01-15,4,4.129148378247962
2017-01-15,5,1.7927327476521728
2017-01-15,6,1.944663547404808
2017-01-15,7,1.519929398722617
2017-01-15,8,-0.3695199926452382
2017-01-15,9,1.6419372086169681
2017-01-15,10,1.2363915660645866
2017-01-15,11,-0.38081831812175193
2017-01-15,12,-0.11038533179543553
2017-01-15,13,0.7444087045784991
2017-01-15,14,0.13827705308627644
2017-01-15,15,-0.9469970037525677
2017-01-15,16,0.14727245771734954
2017-01-15,17,-0.11909408698126134
2017-01-15,18,-0.45203253780972374
2017-01-15,19,0.5285471750716898
2017-01-15,20,0.09576312460354411
2017-01-15,21,0.11724226655776998
2017-01-15,22,0.8806953304218474
2017-01-15,23,0.6316537016219318
2017-01-16,0,-1.8237058038399292
2017-01-16,1,2.1008863656274768
2017-01-16,2,-5.915112961650264
2017-01-16,3,-1.7784042064570407
2017-01-16,4,1.8930144316797115
2017-01-16,5,3.7919686244680735
2017-01-16,6,0.21738356881426713
2017-01-16,7,0.7366593179233745
2017-01-16,8,1.2124112946134173
2017-01-16,9,0.6816753735601084
2017-01-16,10,-1.7168411501194676
2017-01-16,11,1.2754895431476072
2017-01-16,12,0.393616996661585
2017-01-16,13,0.5271653872409383
2017-01-16,14,-0.28632349161767723
2017-01-16,15,-0.5366655158183402
2017-01-16,16,-0.29334174707173605
2017-01-16,17,-0.1837671990047382
2017-01-16,18,-0.5639696262253259
2017-01-16,19,0.5188467927577758
2017-01-16,20,-0.8199239904572757
2017-01-16,21,-0.8642135105065041
2017-01-16,22,0.8449777599234934
2017-01-16,23,0.2793317699044726
2017-01-17,0,-0.06803013344898845
2017-01-17,1,1.3068882151315737
2017-01-17,2,-5.159226380431538
2017-01-17,3,-7.051162806229107
2017-01-17,4,2.7310341548290573
2017-01-17,5,1.1992193904916428
2017-01-17,6,0.6371564478983073
2017-01-17,7,2.5495918597318186
2017-01-17,8,-1.0705428396055703
2017-01-17,9,4.293635241154492
2017-01-17,10,0.02909387795823115
2017-01-17,11,0.6017081987378429
2017-01-17,12,-0.43794382946244825
2017-01-17,13,-0.35615091240120944
2017-01-17,14,0.37516537552992757
2017-01-17,15,-0.3030806103436543
2017-01-17,16,-0.3002864598587718
2017-01-17,17,-0.27822470571613384
2017-01-17,18,-0.22154573978396103
2017-01-17,19,-0.14020920104744294
2017-01-17,20,0.2818163498765696
2017-01-17,21,0.22208734528991098
2017-01-17,22,3.0744087109275915
2017-01-17,23,0.20566972580177567
2017-01-18,0,0.6083120031652207
2017-01-18,1,0.9235543410223729
2017-01-18,2,-1.0538400662814373
2017-01-18,3,2.3808700815329726
2017-01-18,4,-5.1068336506859335
2017-01-18,5,0.26651310003013595
2017-01-18,6,1.1761612012524454
2017-01-18,7,3.130492543853764
2017-01-18,8,1.2279397673654335
2017-01-18,9,3.9712810797928855
2017-01-18,10,1.5280914953405034
2017-01-18,11,1.637709672157761
2017-01-18,12,0.44390266109361565
2017-01-18,13,-0.30846092396364155
2017-01-18,14,2.252277294840627
2017-01-18,15,-0.028783788769290025
2017-01-18,16,0.6814897209618456
2017-01-18,17,-0.15423521415111663
2017-01-18,18,-0.06264362759478781
2017-01-18,19,-0.9519791471025711
2017-01-18,20,-0.44015257343176817
2017-01-18,21,0.45548943094954086
2017-01-18,22,2.844428310745697
2017-01-18,23,-1.200111068965515
2017-01-19,0,0.9674316460758279
2017-01-19,1,0.6059835292801932
2017-01-19,2,-3.995740643948254
2017-01-19,3,-9.941130270708562
2017-01-19,4,0.5424404642669032
2017-01-19,5,2.5555304245317547
2017-01-19,6,2.1869890385638007
2017-01-19,7,2.987932695254689
2017-01-19,8,0.40154916351267733
2017-01-19,9,1.7540543117396294
2017-01-19,10,-0.19198389634010748
2017-01-19,11,-0.8855514121199076
2017-01-19,12,0.11316774562682158
2017-01-19,13,0.10612158850189629
2017-01-19,14,-0.30626742800169693
2017-01-19,15,0.0074749213289742045
2017-01-19,16,-0.8251009117603417
2017-01-19,17,-0.5447945634665009
2017-01-19,18,1.5749543088667677
2017-01-19,19,-0.21840425387644202
2017-01-19,20,-0.7013476903849681
2017-01-19,21,2.008168047835549
2017-01-19,22,0.025676528377183094
2017-01-19,23,1.304019429218467
2017-01-20,0,-0.9370978934354017
2017-01-20,1,-5.306798812118373
2017-01-20,2,-9.527758720332344
2017-01-20,3,0.49892616245639143
2017-01-20,4,-0.3289311980404652
2017-01-20,5,-0.09862466652860746
2017-01-20,6,0.5814932246247619
2017-01-20,7,1.1563251721787349
2017-01-20,8,1.3667717828617787
2017-01-20,9,-1.7722798367625319
2017-01-20,10,0.25249840725914313
2017-01-20,11,0.5629482893786364
2017-01-20,12,1.7119602469406927
2017-01-20,13,-0.14209849291942847
2017-01-20,14,-0.7341339948710218
2017-01-20,15,-1.2993210932630288
2017-01-20,16,-0.9586419434485784
2017-01-20,17,0.11976477928444185
2017-01-20,18,0.9300482700257756
2017-01-20,19,0.11752757665238289
2017-01-20,20,0.057368035762563774
2017-01-20,21,-0.9599492712380856
2017-01-20,22,-0.3505452346849218
2017-01-20,23,-1.2224727088555938
2017-01-21,0,1.2125027949039167
2017-01-21,1,-3.3830461553248337
2017-01-21,2,-3.448521258355975
2017-01-21,3,5.025652256291161
2017-01-21,4,8.47311856966503
2017-01-21,5,-0.08298597806963415
2017-01-21,6,0.3796844134728361
2017-01-21,7,0.7134802686984716
2017-01-21,8,1.5394401761660705
2017-01-21,9,0.7387891483265012
2017-01-21,10,0.13640319459549077
2017-01-21,11,0.805615148252506
2017-01-21,12,-0.32633256562844454
2017-01-21,13,0.6534306851397376
2017-01-21,14,-0.6054471811860136
2017-01-21,15,-0.44998230299821596
2017-01-21,16,-1.3285135685501606
2017-01-21,17,-0.7117512688353738
2017-01-21,18,1.3705509570419268
2017-01-21,19,-0.2879898346799969
2017-01-21,20,0.5160902490996455
2017-01-21,21,0.00538547721997687
2017-01-21,22,-1.749387860664113
2017-01-21,23,0.5080944963931306
2017-01-22,0,-1.6329132422559047
2017-01-22,1,-8.546713646242498
2017-01-22,2,-3.1471256569461907
2017-01-22,3,-4.101360021107853
2017-01-22,4,0.906763717110171
2017-01-22,5,-1.1946876345215838
2017-01-22,6,4.066938849950738
2017-01-22,7,0.6305395936994381
2017-01-22,8,0.009373511616620034
2017-01-22,9,2.1333450178834372
2017-01-22,10,-2.429125772971487
2017-01-22,11,-0.0595627926498159
2017-01-22,12,-0.09475028727822746
2017-01-22,13,0.3372507927122615
2017-01-22,14,0.13778222303559506
2017-01-22,15,0.10562337829531737
2017-01-22,16,-0.6287258654425978
2017-01-22,17,0.0827701540216173
2017-01-22,18,0.06167661637121724
2017-01-22,19,0.7160388480068012
2017-01-22,20,-0.020505342293685017
2017-01-22,21,0.32634546928076213
2017-01-22,22,-0.8257172945215211
2017-01-22,23,-0.8730300707104353
2017-01-23,0,1.9919842239230745
2017-01-23,1,-1.5440434247481756
2017-01-23,2,2.720958402312524
2017-01-23,3,-1.3025906253152275
2017-01-23,4,-0.5848352353420414
2017-01-23,5,-0.10459936512482065
2017-01-23,6,-1.0166307860244226
2017-01-23,7,0.10551204742567633
2017-01-23,8,-0.28190796685765285
2017-01-23,9,-1.1203584608201669
2017-01-23,10,-0.14951077172905622
2017-01-23,11,-0.16093751702753517
2017-01-23,12,0.3343151479615891
2017-01-23,13,-0.5671100416010998
2017-01-23,14,-0.38321184741397896
2017-01-23,15,0.9039113917959389
2017-01-23,16,0.15152585400702337
2017-01-23,17,-0.301936739938478
2017-01-23,18,-0.03709121624866711
2017-01-23,19,-0.22145009122358383
2017-01-23,20,-0.1492083125982026
2017-01-23,21,-0.013826771949496636
2017-01-23,22,0.46531708954530115
2017-01-23,23,-0.7075087863945747
2017-01-24,0,1.2047952099836408
2017-01-24,1,3.0693595704393957
2017-01-24,2,0.4093147181407568
2017-01-24,3,-6.334930126215225
2017-01-24,4,2.931340967145455
2017-01-24,5,2.8371540771231114
2017-01-24,6,0.5723062963233531
2017-01-24,7,4.234173608494032
2017-01-24,8,0.5102960388184954
2017-01-24,9,0.35130479426266914
2017-01-24,10,-0.5765383976288474
2017-01-24,11,-9.430220998337093
2017-01-24,12,-0.6268222716140825
2017-01-24,13,0.7131034303745999
2017-01-24,14,0.29556305964061214
2017-01-24,15,0.9501546909764587
2017-01-24,16,-0.8266044631811821
2017-01-24,17,-0.005592498428914419
2017-01-24,18,0.7689947905315893
2017-01-24,19,1.5638761657227649
2017-01-24,20,0.05038795922126478
2017-01-24,21,0.8942812234853326
2017-01-24,22,0.6783232439691441
2017-01-24,23,3.4325573112959247
2017-01-25,0,-3.566109620531914
2017-01-25,1,-3.0329387221198365
2017-01-25,2,1.0418532429897993
2017-01-25,3,-0.7330053444764527
2017-01-25,4,-4.279788904362486
2017-01-25,5,2.2505277312839116
2017-01-25,6,-2.1456085576434125
2017-01-25,7,2.133948181238695
2017-01-25,8,-3.6617936195664176
2017-01-25,9,-1.9225629723523123
2017-01-25,10,0.4431834493191437
2017-01-25,11,0.5029383852298073
2017-01-25,12,-0.15219301402216429
2017-01-25,13,-0.29993874612392313
2017-01-25,14,0.15051471670816857
2017-01-25,15,0.18515158164249795
2017-01-25,16,0.0930391092684873
2017-01-25,17,-0.278347901237149
2017-01-25,18,-0.2650748132038723
2017-01-25,19,0.1473604035439155
2017-01-25,20,0.2217936920501934
2017-01-25,21,-0.7278299351941525
2017-01-25,22,0.665113968770662
2017-01-25,23,1.3538946143049089
2017-01-26,0,0.4352234718764484
2017-01-26,1,0.6313282761649082
2017-01-26,2,-9.452018239242648
2017-01-26,3,-0.7759536600917385
2017-01-26,4,8.110180480731954
2017-01-26,5,1.1233088635672384
2017-01-26,6,1.809203346139546
2017-01-26,7,0.46897294545759516
2017-01-26,8,1.0188980602895232
2017-01-26,9,0.3446226567894741
2017-01-26,10,0.7482272205582565
2017-01-26,11,-0.770050371702434
2017-01-26,12,0.4904976762893024
2017-01-26,13,0.7400023059509213
2017-01-26,14,0.05731873871963156
2017-01-26,15,-0.08522503545221316
2017-01-26,16,1.5314157366883254
2017-01-26,17,1.5939432623223504
2017-01-26,18,-0.3215423798167998
2017-01-26,19,-0.737237563793887
2017-01-26,20,-0.24476593009672432
2017-01-26,21,-0.12488836324137123
2017-01-26,22,0.7110050045508038
2017-01-26,23,0.9405792139203175
2017-01-27,0,0.940588953281732
2017-01-27,1,-2.9408108181682655
2017-01-27,2,0.5971209606649948
2017-01-27,3,5.773964465396005
2017-01-27,4,5.180200777503016
2017-01-27,5,2.9870885737794257
2017-01-27,6,-0.727864106253713
2017-01-27,7,0.21674035696706384
2017-01-27,8,1.8482740567978366
2017-01-27,9,3.0273990615383735
2017-01-27,10,-1.8317527776612628
2017-01-27,11,-1.0157386281767578
2017-01-27,12,-0.9787856080808278
2017-01-27,13,0.4287121683719504
2017-01-27,14,0.3039983234301553
2017-01-27,15,0.6459347943302907
2017-01-27,16,-0.16260264922787185
2017-01-27,17,-0.22675526166884802
2017-01-27,18,0.5034537522916638
2017-01-27,19,0.3064276897654832
2017-01-27,20,-0.20724161706654864
2017-01-27,21,0.09782401731927916
2017-01-27,22,-0.7576873342626287
2017-01-27,23,-1.2484476861073486
2017-01-28,0,1.0525539058651474
2017-01-28,1,-3.5339846293035064
2017-01-28,2,1.0037082528049979
2017-01-28,3,-3.2515561458219864
2017-01-28,4,2.68878259896149
2017-01-28,5,1.9257999276865732
2017-01-28,6,1.4625663981881338
2017-01-28,7,2.754790774282929
2017-01-28,8,-1.9982435553503928
2017-01-28,9,-0.4261127667722296
2017-01-28,10,-2.3246217801707236
2017-01-28,11,1.2478329622449202
2017-01-28,12,0.1913808343685065
2017-01-28,13,0.02214133801120216
2017-01-28,14,0.002337451081206615
2017-01-28,15,-0.38766617455786995
2017-01-28,16,-0.05957053518003429
2017-01-28,17,0.06983385225243044
2017-01-28,18,1.6020384490396165
2017-01-28,19,-0.3881587315424455
2017-01-28,20,1.0216660530866957
2017-01-28,21,-2.053385577979109
2017-01-28,22,1.8035239192328474
2017-01-28,23,1.946590207256728
2017-01-29,0,5.005159352740188
2017-01-29,1,-0.053165351523046134
2017-01-29,2,2.4359105253871998
2017-01-29,3,-6.260901135374449
2017-01-29,4,-1.2279925113328425
2017-01-29,5,3.9567899624498186
2017-01-29,6,0.6668803363189018
2017-01-29,7,8.230782044883515
2017-01-29,8,1.4073186633403258
2017-01-29,9,0.5238547528014017
2017-01-29,10,1.9090653280286682
2017-01-29,11,2.02729155298927
2017-01-29,12,0.7339743616846738
2017-01-29,13,0.025665315648905895
2017-01-29,14,2.1799522904142683
2017-01-29,15,-0.8438890955514582
2017-01-29,16,0.27895880626825065
2017-01-29,17,-0.45363638548250634
2017-01-29,18,-0.4478698629730072
2017-01-29,19,0.9939865020446177
2017-01-29,20,0.5690872036390314
2017-01-29,21,0.5655247479138382
2017-01-29,22,-2.3531792445690476
2017-01-29,23,-0.5575054367835182
2017-01-30,0,-1.9589512180882742
2017-01-30,1,-0.8005272300841544
2017-01-30,2,3.1542407594773074
2017-01-30,3,0.45719411874372096
2017-01-30,4,-5.144608989801914
2017-01-30,5,-0.0984125800775777
2017-01-30,6,0.08520973173532256
2017-01-30,7,1.5082610941180856
2017-01-30,8,0.4893454083521178
2017-01-30,9,1.171492693389694
2017-01-30,10,1.126990510721421
2017-01-30,11,1.2135046084018548
2017-01-30,12,0.2051351342890726
2017-01-30,13,-0.1675589166102244
2017-01-30,14,-0.48480713355712424
2017-01-30,15,0.541017662440402
2017-01-30,16,-0.2771419543131408
2017-01-30,17,0.5713683711568489
2017-01-30,18,-0.6878204953726171
2017-01-30,19,-0.7851510380693095
2017-01-30,20,-0.12037835825396773
2017-01-30,21,-0.23482153548233348
2017-01-30,22,1.1570704265166523
2017-01-30,23,-0.14275956629094677
2017-01-31,0,-0.03945882224826103
2017-01-31,1,-4.511761087434652
2017-01-31,2,-7.616000065375074
2017-01-31,3,-9.856205383758393
2017-01-31,4,-1.006881504272705
2017-01-31,5,-2.7996334386744426
2017-01-31,6,0.5129211186267577
2017-01-31,7,2.2226040400940015
2017-01-31,8,1.010380972753655
2017-01-31,9,-3.329484671817702
2017-01-31,10,3.944801452579191
2017-01-31,11,0.8297114942781969
2017-01-31,12,0.645430859232663
2017-01-31,13,-0.8360984920344142
2017-01-31,14,0.5570432014576493
2017-01-31,15,0.712183149875136
2017-01-31,16,0.18061741481248583
2017-01-31,17,0.6823677775968264
2017-01-31,18,1.042574487842475
2017-01-31,19,-3.160892615560932
2017-01-31,20,-0.3686889361514887
2017-01-31,21,0.08122781686710434
2017-01-31,22,0.5859506228792998
2017-01-31,23,-0.2689860314594005
2017-02-01,0,0.9869107363675576
2017-02-01,1,-8.45191554440326
2017-02-01,2,6.1009893676640505
2017-02-01,3,9.353155166255643
2017-02-01,4,-0.14062366766510603
2017-02-01,5,3.693896007958454
2017-02-01,6,0.9356184452072391
2017-02-01,7,4.0450886292979895
2017-02-01,8,-1.688018919222364
2017-02-01,9,1.652560023421668
2017-02-01,10,-1.3921356208581441
2017-02-01,11,-0.3950623886664071
2017-02-01,12,0.004562550145281778
2017-02-01,13,0.13853989205305522
2017-02-01,14,-0.40954194398843136
2017-02-01,15,0.5767265554301289
2017-02-01,16,-0.7452673728300323
2017-02-01,17,0.0005542438380878867
2017-02-01,18,-0.1797942728660732
2017-02-01,19,-0.05872652865493899
2017-02-01,20,0.20797972989502125
2017-02-01,21,-0.8164351848529446
